,CUSTNO,ZIP,ORDER_NO,PRODUCT_NO,PRODUCT_CATEGORY_ID,CHANNEL,OFFER_ID,ORDER_DATE,COST,REVENUE,PAY_METHOD,QUANTITY,RETN_REVENUE
9300,10127683652,95552,131946842,984324,T,PH,A12OFM,2012-08-07,10.4,29.95,VI,1,
9301,10130963669,88252,131928691,984324,T,PH,A12PCB,2012-07-14,10.4,29.95,VI,1,
9302,10131053147,80161,131933961,984324,T,PH,A12PCB,2012-07-19,10.4,29.95,AX,1,
9303,10131161166,95133,131939313,984324,T,PH,A12PCB,2012-07-26,10.4,29.95,VI,1,
9304,10131306769,64453,131947212,984324,T,PH,A12OFM,2012-08-08,10.4,29.95,VI,1,
9305,10131339431,37043,131949210,984324,T,PH,A12OFM,2012-08-10,10.4,29.95,VI,1,
9306,10131383083,85614,131951591,984324,T,PH,A12PCB,2012-08-14,10.4,29.95,VI,1,
9307,10131517186,47712,131958405,984324,T,PH,A12OFM,2012-08-28,10.4,29.95,VI,1,
9308,10131656743,94941,131965065,984324,T,PH,A12EHB,2012-09-06,10.4,29.95,VI,1,
9309,10131785245,65334,131971805,984324,T,PH,A12EHB,2012-09-15,10.4,29.95,MC,1,
9348,10004834648,46373,131630468,987396,B,PH,A11HLB,2011-10-17,24.78,59.95,VI,1,
9349,10006334449,31794,131537679,987396,B,PH,A11SMB,2011-06-13,23.79,59.95,MC,1,
9350,10006334449,31794,131537679,987396,B,PH,A11SMB,2011-06-13,23.79,59.95,MC,1,
9351,10006334449,31794,131537679,987396,B,PH,A11SMB,2011-06-13,23.79,59.95,MC,1,
9352,10007044709,92091,131857568,987396,B,PH,A12LWB,2012-03-30,23.79,59.95,AX,1,
9353,10008240572,78596,131868528,987396,B,PH,A12LSB,2012-04-19,23.79,59.95,VI,1,59.95
9354,10008648196,37066,131622030,987396,B,PH,A11EHB,2011-10-05,23.5,59.95,AX,1,59.95
9355,10009662386,76116,131838248,987396,B,PH,A11GFP,2012-03-05,23.79,59.95,MC,1,
9356,10009662386,76116,131838248,987396,B,PH,A11GFP,2012-03-05,23.79,59.95,MC,1,
9357,10009831634,91214,131930464,987396,B,PH,A12PCB,2012-07-16,23.79,79.95,AX,1,
9358,10009831634,91214,131968062,987396,B,PH,A12PCB,2012-09-10,24.44,79.95,AX,1,
9364,10016583870,19608,131815929,987396,B,PH,A12LWB,2012-02-01,23.79,59.95,MC,1,
9365,10019484713,19072,131924561,987396,B,PH,A12MSB,2012-07-06,23.79,59.95,VI,1,
9366,10020582637,80161,131552463,987396,B,PH,A11MSB,2011-07-05,23.79,59.95,MC,1,
9368,10020908560,94560,131956446,987396,B,PH,A12OFM,2012-08-23,23.79,79.95,VI,1,
9369,10020908560,94560,131956446,987396,B,PH,A12OFM,2012-08-23,23.79,79.95,VI,1,
9370,10025490744,90266,131833564,987396,B,PH,W12WEB,2012-02-26,47.58,119.9,MC,2,
9371,10026151989,74136,131795258,987396,B,PH,A11EHB,2012-01-04,47.58,119.9,VI,2,
9374,10030668928,10566,131556601,987396,B,PH,W11WEB,2011-07-11,24.78,59.95,VI,1,
9375,10030893156,44321,131832098,987396,B,PH,A12SPB,2012-02-23,23.79,59.95,VI,1,
9376,10030893156,44321,131878955,987396,B,PH,A12ESB,2012-05-03,23.79,59.95,VI,1,
9377,10031051525,10128,131571510,987396,B,PH,A11PCB,2011-07-31,24.78,59.95,AX,1,
9378,10037754022,12570,131830396,987396,B,PH,A12LWB,2012-02-21,47.58,119.9,VI,2,59.95
9379,10041916458,44094,131480484,987396,B,PH,A11OTB,2011-03-21,23.79,59.95,VI,1,
9380,10041916458,44094,131480484,987396,B,PH,A11OTB,2011-03-21,23.79,59.95,VI,1,
9382,10049048131,20854,131881748,987396,B,PH,A12ESB,2012-05-09,23.79,59.95,AX,1,
9384,10049510561,53718,131915374,987396,B,PH,A12SMB,2012-06-23,25.29,59.95,VI,1,
9386,10052864375,53572,131638326,987396,B,PH,A11HLB,2011-10-22,23.79,59.95,VI,1,59.95
9387,10056890539,76034,131925212,987396,B,PH,A12MSB,2012-07-08,23.79,59.95,AX,1,
9391,10063883298,38340,131603473,987396,B,PH,A11EHB,2011-09-15,23.79,59.95,VI,1,
9392,10066840839,77068,131671859,987396,B,PH,A11GFB,2011-11-14,23.79,59.95,MC,1,
9393,10069008561,44484,131944847,987396,B,PH,A12PCB,2012-08-06,23.79,79.95,AX,1,
9394,10069136039,38866,131971954,987396,B,PH,A12EHB,2012-09-15,24.44,79.95,MC,1,
9395,10069489223,64507,131542898,987396,B,PH,A11SMB,2011-06-21,23.79,59.95,MC,1,
9396,10069966865,20657,131915730,987396,B,PH,A12MSB,2012-06-23,25.29,59.95,VI,1,
9397,10070588255,30518,131565609,987396,B,PH,A11PCB,2011-07-22,24.78,59.95,VI,1,
9403,10075038988,90278,131817682,987396,B,PH,A12LWB,2012-02-03,23.79,59.95,VI,1,
9404,10076754930,30307,131731729,987396,B,PH,A11LCB,2011-12-05,23.79,59.95,MC,1,
9407,10083085619,21163,131577200,987396,B,PH,A11PCB,2011-08-08,24.78,59.95,VI,1,
9408,10083085619,21163,131577200,987396,B,PH,A11PCB,2011-08-08,24.78,59.95,VI,1,59.95
9411,10086493981,64015,131445952,987396,B,PH,A11LWB,2011-01-31,23.79,59.95,VI,1,
9412,10087024234,49519,131749914,987396,B,PH,A11GFB,2011-12-09,23.79,59.95,MC,1,
9413,10087517081,37377,131899311,987396,B,PH,A12SMB,2012-06-04,23.79,59.95,MC,1,
9414,10087779399,63084,131465048,987396,B,PH,W11WEB,2011-02-26,23.79,59.95,DI,1,
9419,10092685787,48167,131627662,987396,B,PH,A11PCB,2011-10-13,23.5,59.95,AX,1,
9423,10099142711,32608,131462539,987396,B,PH,A11WNB,2011-02-22,23.79,59.95,VI,1,
9426,10100804225,12442,131536725,987396,B,PH,A11SMB,2011-06-12,23.79,59.95,VI,1,
9430,10102561789,24382,131625474,987396,B,PH,A11EHB,2011-10-10,23.5,59.95,MC,1,
9431,10102561789,24382,131625474,987396,B,PH,A11EHB,2011-10-10,23.5,59.95,MC,1,
9432,10103475495,11706,131730851,987396,B,PH,A11LCR,2011-12-05,23.79,59.95,MC,1,
9433,10103934836,33131,131597783,987396,B,PH,A11MSB,2011-09-09,23.79,59.95,AX,1,
9434,10103934836,33131,131956457,987396,B,PH,A12OFM,2012-08-23,23.79,79.95,AX,1,
9437,10105601114,98004,131865757,987396,B,PH,A12LSB,2012-04-12,23.79,59.95,VI,1,
9438,10105601114,98004,131865757,987396,B,PH,A12LSB,2012-04-12,47.58,119.9,VI,2,
9439,10105872491,15229,131848762,987396,B,PH,A12LWB,2012-03-19,23.79,59.95,VI,1,
9442,10108762812,97601,131787796,987396,B,PH,A11LCB,2011-12-26,23.79,59.95,VI,1,
9445,10108995750,21403,131445112,987396,B,PH,A11LWB,2011-01-30,23.79,59.95,DI,1,
9446,10109398804,35242,131965984,987396,B,PH,A12EHB,2012-09-07,24.44,79.95,AX,1,
9447,10110169039,32762,131924152,987396,B,PH,A12MSB,2012-07-06,23.79,59.95,VI,1,
9448,10110169889,10021,131925794,987396,B,PH,A12MSB,2012-07-09,23.79,59.95,AX,1,
9450,10110578514,77429,131497874,987396,B,PH,A11LSB,2011-04-14,23.79,59.95,AX,1,
9451,10111494128,34104,131566721,987396,B,PH,A11PCB,2011-07-24,24.78,59.95,VI,1,
9452,10111494128,34104,131566721,987396,B,PH,A11PCB,2011-07-24,24.78,59.95,VI,1,
9456,10115196376,93306,131624253,987396,B,PH,A11OFM,2011-10-08,23.5,59.95,AX,1,
9457,10115404819,75979,131877504,987396,B,PH,A12ESB,2012-05-01,23.79,59.95,VI,1,
9464,10116379228,95467,131654616,987396,B,PH,A11GFB,2011-11-03,23.79,59.95,VI,1,
9465,10116379228,95467,131654616,987396,B,PH,A11GFB,2011-11-03,23.79,59.95,VI,1,
9472,10116986791,44203,131845876,987396,B,PH,A12SPB,2012-03-13,23.79,59.95,VI,1,
9473,10117280467,10605,131760805,987396,B,PH,A11EGR,2011-12-12,23.79,59.95,VI,1,
9474,10117298829,38744,131538116,987396,B,PH,A11SMB,2011-06-13,23.79,59.95,VI,1,
9475,10118166319,34452,131504386,987396,B,PH,A11ESB,2011-04-27,23.79,59.95,VI,1,
9476,10118214482,22209,131495544,987396,B,PH,A11LSB,2011-04-10,23.79,59.95,AX,1,
9478,10119671152,63129,131531622,987396,B,PH,A11SMB,2011-06-07,23.79,59.95,DI,1,
9479,10120170350,02554,131479949,987396,B,PH,A11OTB,2011-03-20,23.79,59.95,VI,1,
9480,10120256983,07508,131522271,987396,B,PH,A11FDB,2011-05-23,23.79,59.95,AX,1,
9481,10120464932,94102,131421664,987396,B,PH,A11WNB,2011-01-02,23.79,59.95,VI,1,
9482,10120492612,43701,131470759,987396,B,PH,A11WNB,2011-03-08,23.79,59.95,DI,1,
9483,10120575401,64116,131495155,987396,B,PH,A11LSB,2011-04-09,23.79,59.95,VI,1,
9484,10120590108,28741,131428765,987396,B,PH,A10LCB,2011-01-09,23.79,59.95,AX,1,
9485,10120590834,95490,131428792,987396,B,PH,A11WNB,2011-01-09,23.79,59.95,MC,1,
9486,10120687246,34136,131641678,987396,B,PH,A11GFP,2011-10-25,23.79,59.95,AX,1,
9487,10120713488,90006,131478036,987396,B,PH,A11OTB,2011-03-16,23.79,59.95,MC,1,
9488,10120713488,90006,131527279,987396,B,PH,A11FDB,2011-06-02,23.79,59.95,MC,1,
9489,10120773236,49738,131437938,987396,B,PH,A11LWB,2011-01-23,23.79,59.95,AX,1,
9490,10120773236,49738,131437938,987396,B,PH,A11LWB,2011-01-23,23.79,59.95,AX,1,
9491,10121703769,01420,131487095,987396,B,PH,A11LSB,2011-03-30,23.79,59.95,VI,1,
9492,10121786633,20735,131491071,987396,B,PH,A11LSB,2011-04-04,23.79,59.95,VI,1,
9493,10122113142,10514,131506520,987396,B,PH,A11SPB,2011-04-29,23.79,59.95,AX,1,
9494,10122113142,10514,131506520,987396,B,PH,A11SPB,2011-04-29,23.79,59.95,AX,1,
9495,10122191303,53235,131509917,987396,B,PH,A11ESB,2011-05-05,23.79,59.95,VI,1,
9496,10122192392,23114,131510033,987396,B,PH,A11ESB,2011-05-05,23.79,59.95,AX,1,
9497,10122654639,49037,131531507,987396,B,PH,A11SMB,2011-06-07,23.79,59.95,VI,1,
9498,10122695855,77002,131533627,987396,B,PH,A11FDB,2011-06-09,23.79,59.95,VI,1,
9499,10123353992,60419,131766912,987396,B,PH,A11EGR,2011-12-14,23.79,59.95,MC,1,
9500,10123504563,19106,131572188,987396,B,PH,A11PCB,2011-08-01,24.78,59.95,AX,1,
9501,10124100452,10312,131601680,987396,B,PH,A11EHB,2011-09-13,23.79,59.95,VI,1,
9502,10124353481,97503,131614587,987396,B,PH,A11HLB,2011-09-28,23.5,59.95,AX,1,
9503,10124375904,29641,131615939,987396,B,PH,A11HLB,2011-09-29,23.79,59.95,VI,1,
9504,10124890537,44223,131643494,987396,B,PH,A11GFP,2011-10-26,23.79,59.95,VI,1,
9505,10125032817,60606,131651465,987396,B,PH,A11GFP,2011-11-01,23.79,59.95,VI,1,
9506,10125621761,78213,131682954,987396,B,PH,A11LMB,2011-11-17,19.85,59.95,VI,1,
9507,10125621761,78213,131682954,987396,B,PH,A11LMB,2011-11-17,19.85,59.95,VI,1,
9508,10125645388,95453,131684074,987396,B,PH,A11LMB,2011-11-18,19.85,59.95,VI,1,
9509,10125819662,41076,131692806,987396,B,PH,A11GFB,2011-11-21,23.79,59.95,MC,1,
9510,10126474466,01585,131786252,987396,B,PH,A11LMB,2011-12-23,23.79,59.95,VI,1,
9511,10126922588,94602,131828933,987396,B,PH,A12SPB,2012-02-18,23.79,59.95,VI,1,
9512,10127447098,65453,131797715,987396,B,PH,A11LMB,2012-01-06,23.79,59.95,VI,1,
9513,10127532767,77469,131762446,987396,B,PH,A11LCR,2011-12-13,23.79,59.95,VI,1,
9514,10127544951,95357,131763150,987396,B,PH,A11LCR,2011-12-13,23.79,59.95,MC,1,
9515,10127730130,63017,131769972,987396,B,PH,A11LMB,2011-12-15,23.79,59.95,VI,1,
9516,10127730130,63017,131769972,987396,B,PH,A11LMB,2011-12-15,23.79,59.95,VI,1,
9517,10127809899,29118,131773123,987396,B,PH,A11GFB,2011-12-16,23.79,59.95,AX,1,
9518,10127990410,90290,131779421,987396,B,PH,A11GFP,2011-12-19,23.79,59.95,AX,1,
9519,10128147483,92606,131787033,987396,B,PH,A12WNB,2011-12-24,23.79,59.95,MC,1,
9520,10128251665,32162,131804540,987396,B,PH,A12WNB,2012-01-17,47.58,119.9,VI,2,
9521,10128495870,91403,131798199,987396,B,PH,W12WEB,2012-01-08,23.79,59.95,VI,1,
9522,10128741061,30546,131887781,987396,B,PH,A12FDB,2012-05-16,47.58,119.9,VI,2,
9523,10128875711,46845,131820746,987396,B,PH,A11LMB,2012-02-09,23.79,59.95,MC,1,
9524,10128938806,92064,131948590,987396,B,PH,A12OFM,2012-08-09,23.79,79.95,VI,1,
9525,10129009953,24578,131828146,987396,B,PH,A12SPB,2012-02-17,23.79,59.95,DI,1,
9526,10129216162,14485,131838235,987396,B,PH,A12LWB,2012-03-05,23.79,59.95,MC,1,
9527,10129860298,43026,131872594,987396,B,PH,A12ESB,2012-04-25,23.79,59.95,MC,1,
9528,10129957607,55317,131878165,987396,B,PH,A12WNB,2012-05-02,23.79,59.95,VI,1,
9529,10130063769,34446,131883233,987396,B,PH,A12FDB,2012-05-11,23.79,59.95,DI,1,
9530,10130085631,52804,131884044,987396,B,PH,A12ESB,2012-05-13,47.58,119.9,VI,2,
9531,10130277557,46360,131894655,987396,B,PH,A12FDB,2012-05-26,23.79,59.95,VI,1,
9532,10131424769,53074,131954025,987396,B,PH,A12PCB,2012-08-17,23.79,79.95,MC,1,
9533,10131605675,33109,131962378,987396,B,PH,A12OFM,2012-09-05,24.44,79.95,VI,1,
9534,10131768002,92865,131970827,987396,B,PH,A12EHB,2012-09-13,24.44,79.95,VI,1,
9539,10035688329,32903,131447963,987652,K,PH,A11LWB,2011-02-03,15.4,79.95,DI,1,
9545,10063249724,97702,131532805,987652,K,PH,A11SMB,2011-06-08,14.4,99.95,MC,1,
9546,10072686864,19131,131582572,987652,K,PH,A11OFM,2011-08-15,14.4,99.95,AX,1,
9548,10081855749,11738,131637407,987652,K,PH,A11GFP,2011-10-21,14.4,99.95,MC,1,
9549,10089749433,76437,131461852,987652,K,PH,A11SPB,2011-02-22,14.4,79.95,MC,1,
9564,10118248794,48755,131458529,987652,K,PH,A11SPB,2011-02-17,14.4,79.95,VI,1,
9570,10126289582,08638,131712022,987652,K,PH,A11LCB,2011-11-29,14.4,99.95,VI,1,
9572,9994627788,45236,131936174,988164,B,PH,A12PCB,2012-07-22,25.0,89.95,MC,1,
9573,10056346229,14127,131530066,988164,B,PH,A11FDB,2011-06-06,25.0,89.95,MC,1,
9576,10068395090,19073,131582791,988164,B,PH,A11OFM,2011-08-15,25.0,89.95,MC,1,
9577,10071086842,60157,131922940,988164,B,PH,A12MSB,2012-07-03,25.0,89.95,MC,1,
9578,10075867406,95136,131680067,988164,B,PH,A11GFP,2011-11-17,25.0,89.95,VI,1,
9579,10075867406,95136,131680067,988164,B,PH,A11GFP,2011-11-17,25.0,89.95,VI,1,
9580,10083574794,37804,131924709,988164,B,PH,A12MSB,2012-07-07,25.0,89.95,AX,1,
9582,10089749433,76437,131461852,988164,B,PH,A11SPB,2011-02-22,25.0,89.95,MC,1,
9583,10090026822,44321,131766144,988164,B,PH,A11LCB,2011-12-14,25.0,89.95,DI,1,
9584,10094794388,92649,131727656,988164,B,PH,W11BAY,2011-12-04,25.0,89.95,OA,1,
9585,10098997584,75137,131683048,988164,B,PH,A11GFB,2011-11-18,25.0,89.95,MC,1,
9592,10120734887,44224,131436244,988164,B,PH,A11WNB,2011-01-20,25.0,89.95,MC,1,
9593,10122283482,98685,131513869,988164,B,PH,W11WEB,2011-05-13,25.0,89.95,VI,1,
9594,10126281777,32266,131711575,988164,B,PH,A11LMB,2011-11-29,25.0,89.95,VI,1,
9595,10127638284,29925,131766515,988164,B,PH,W11WEB,2011-12-14,25.0,89.95,MC,1,
9596,9991286681,02050,131781085,988420,F,PH,A11GFB,2011-12-19,51.31,119.95,VI,1,
9599,10014247718,07760,131830545,988420,F,PH,A12SPB,2012-02-21,51.31,119.95,VI,1,
9600,10016906602,97224,131803190,988420,F,PH,A12WNB,2012-01-14,46.59,119.95,VI,1,
9601,10020752356,25411,131745442,988420,F,PH,A11LCB,2011-12-08,46.59,119.95,AX,1,
9602,10021818321,07860,131505676,988420,F,PH,A11ESB,2011-04-28,51.31,119.95,VI,1,
9603,10030884188,98012,131615720,988420,F,PH,A11HLB,2011-09-29,51.31,119.95,VI,1,
9604,10030884188,98012,131615720,988420,F,PH,A11HLB,2011-09-29,51.31,119.95,VI,1,
9605,10048203423,11694,131459952,988420,F,PH,A11SPB,2011-02-19,51.31,119.95,MC,1,
9610,10053125264,20194,131721853,988420,F,PH,A11GFB,2011-12-02,46.59,119.95,VI,1,
9611,10055404335,20814,131948038,988420,F,PH,A12OFM,2012-08-09,51.31,129.95,MC,1,
9612,10058685856,T2J5A,131426377,988420,F,PH,A11WNB,2011-01-06,50.65,119.95,VI,1,
9613,10063180942,94109,131581814,988420,F,PH,A11OFM,2011-08-13,51.31,119.95,VI,1,
9614,10067678199,40601,131649765,988420,F,PH,A11GFB,2011-10-31,51.31,119.95,VI,1,
9617,10069396608,22204,131836728,988420,F,PH,A12OTB,2012-03-02,51.31,119.95,VI,1,
9619,10075488335,63822,131820278,988420,F,PH,W12WEB,2012-02-08,51.31,119.95,MC,1,
9620,10076663606,11743,131745342,988420,F,PH,A11LCB,2011-12-08,51.31,119.95,VI,1,
9621,10085168415,65804,131557039,988420,F,PH,W11WEB,2011-07-12,51.31,119.95,DI,1,
9623,10096659386,11803,131532847,988420,F,PH,A11SMB,2011-06-08,51.31,119.95,MC,1,
9625,10098264374,17022,131443637,988420,F,PH,A11LWB,2011-01-28,51.31,119.95,MC,1,
9626,10099453001,06810,131435088,988420,F,PH,A11WNB,2011-01-18,51.31,119.95,VI,1,
9627,10102731161,92226,131783110,988420,F,PH,W11SHP,2011-12-20,46.59,119.95,VI,1,
9628,10103934836,33131,131956457,988420,F,PH,A12OFM,2012-08-23,51.31,129.95,AX,1,
9635,10117074416,17104,131944122,988420,F,PH,A12PCB,2012-08-04,51.31,129.95,VI,1,129.95
9641,10120898461,21012,131445422,988420,F,PH,A11LWB,2011-01-31,51.31,119.95,MC,1,
9642,10122363615,15108,131518169,988420,F,PH,A11FDB,2011-05-18,51.31,119.95,MC,1,
9643,10122646480,23502,131595103,988420,F,PH,W11SHP,2011-09-07,51.31,119.95,VI,1,
9644,10124890662,22192,131807079,988420,F,PH,A12WNB,2012-01-20,51.31,119.95,VI,1,
9645,10125345179,02664,131668573,988420,F,PH,A11GFB,2011-11-11,46.59,119.95,VI,1,
9646,10125425684,06770,131929414,988420,F,PH,A12PCB,2012-07-16,45.68,129.95,MC,1,
9647,10128319173,10024,131795680,988420,F,PH,A11LMB,2012-01-05,46.59,119.95,AX,1,
9648,10128479949,89446,131797562,988420,F,PH,A12WNB,2012-01-06,46.59,119.95,DI,1,
9649,10128973391,41011,131825861,988420,F,PH,A12SPB,2012-02-15,51.31,119.95,AX,1,
9650,10131030906,68064,131932348,988420,F,PH,A12PCB,2012-07-18,45.68,129.95,DI,1,
9651,10131361113,34110,131950449,988420,F,PH,A12OFM,2012-08-12,51.31,129.95,AX,1,
9652,10131361113,34110,131950449,988420,F,PH,A12OFM,2012-08-12,51.31,129.95,AX,1,
9653,10131398608,49009,131952501,988420,F,PH,A12PCB,2012-08-15,51.31,129.95,VI,1,
9659,10092718408,25701,131775586,988932,C,PH,A11EGR,2011-12-17,10.25,24.95,VI,1,
9661,10106918903,R3T2H,131637027,988932,C,PH,W11SHP,2011-10-21,20.5,49.9,VI,2,
9663,10131116919,60804,131937190,988932,C,PH,A12FDB,2012-07-23,10.25,14.95,VI,1,
9664,10030252931,75252,131710295,989444,L,PH,A11GFB,2011-11-29,34.16,79.95,VI,1,
9668,10112219931,30350,131925499,989444,L,PH,A12MSB,2012-07-09,34.16,59.95,VI,1,
9670,10121302705,34684,131658992,989444,L,PH,W11WEB,2011-11-06,34.16,79.95,VI,1,
9671,10005319129,11791,131686090,989700,T,PH,A11LMB,2011-11-19,64.0,139.9,MC,2,
9672,10063114891,60504,131657878,989700,T,PH,A11GFP,2011-11-05,32.0,69.95,VI,1,
9673,10081855749,11738,131637407,989700,T,PH,A11GFP,2011-10-21,32.0,69.95,MC,1,
9674,10085956230,91345,131755409,989700,T,PH,A11EGR,2011-12-11,128.0,279.8,AX,4,
9675,10112295838,05301,131696213,989700,T,PH,A11LMB,2011-11-23,32.0,69.95,MC,1,
9676,10117038016,36109,131737399,989700,T,PH,A11LCR,2011-12-06,32.0,69.95,AX,1,
9677,10125023000,91001,131650925,989700,T,PH,A11GFP,2011-11-01,32.0,69.95,MC,1,
9678,10125023000,91001,131650925,989700,T,PH,A11GFP,2011-11-01,32.0,69.95,MC,1,
9679,10127015525,96825,131742468,989700,T,PH,A11LMB,2011-12-07,32.0,69.95,VI,1,
9680,10127542271,99518,131762749,989700,T,PH,A11LMB,2011-12-13,96.0,209.85,VI,3,
9681,10127626790,38574,131765505,989700,T,PH,A11LCB,2011-12-14,32.0,69.95,VI,1,
9682,9997698283,30338,131647028,991236,A,PH,A11GFP,2011-10-29,13.98,39.95,VI,1,
9683,9998352064,03054,131659061,991236,A,PH,A11GFB,2011-11-06,13.98,39.95,MC,1,
9684,10005454983,01776,131772425,991236,A,PH,A11LMB,2011-12-16,13.98,39.95,MC,1,
9685,10005962756,97201,131715793,991236,A,PH,A11LCB,2011-11-30,13.98,39.95,VI,1,
9686,10008819284,15317,131791229,991236,A,PH,A12WNB,2011-12-29,13.98,39.95,MC,1,
9687,10011918938,28645,131714022,991236,A,PH,A11LMB,2011-11-30,13.98,39.95,MC,1,
9688,10013300733,92651,131729450,991236,A,PH,A11LCB,2011-12-05,13.98,39.95,AX,1,
9689,10036338198,95060,131828773,991236,A,PH,A12LWB,2012-02-18,13.98,39.95,VI,1,
9690,10037128827,17565,131798864,991236,A,PH,A11GFP,2012-01-09,13.98,39.95,VI,1,
9691,10048349909,42103,131724565,991236,A,PH,A11LCB,2011-12-03,13.98,39.95,MC,1,
9692,10049756460,73072,131634355,991236,A,PH,A11GFP,2011-10-19,13.98,39.95,MC,1,
9693,10049837953,39759,131762198,991236,A,PH,A11LCR,2011-12-13,13.98,39.95,VI,1,
9694,10053229931,28722,131647663,991236,A,PH,A11GFP,2011-10-29,13.98,39.95,MC,1,
9695,10063224880,95206,131915443,991236,A,PH,A12MSB,2012-06-23,13.98,39.95,AX,1,
9696,10073196136,94588,131880404,991236,A,PH,W12WEB,2012-05-06,13.98,39.95,MC,1,
9697,10090289913,60062,131695832,991236,A,PH,A11GFB,2011-11-22,27.96,79.9,DI,2,39.95
9698,10109711711,94979,131714960,991236,A,PH,A11LCB,2011-11-30,13.98,39.95,VI,1,
9699,10111974272,22309,131787709,991236,A,PH,A12WNB,2011-12-26,13.98,39.95,MC,1,
9700,10120953843,07042,131723205,991236,A,PH,W11WEB,2011-12-03,13.98,39.95,VI,1,
9701,10121208042,94705,131754178,991236,A,PH,A11LCR,2011-12-10,13.98,39.95,VI,1,
9702,10121423014,95207,131885873,991236,A,PH,A12FDB,2012-05-15,13.98,39.95,VI,1,
9703,10124909817,28504,131930348,991236,A,PH,A12PCB,2012-07-16,13.98,39.95,DI,1,
9704,10125475018,72207,131675251,991236,A,PH,A11GFB,2011-11-15,13.98,39.95,MC,1,
9705,10125909125,06876,131697268,991236,A,PH,A11LMB,2011-11-23,13.98,39.95,VI,1,
9706,10126597554,49740,131724389,991236,A,PH,A11LCB,2011-12-03,13.98,39.95,VI,1,
9707,10126659148,19802,131726264,991236,A,PH,A11LMB,2011-12-04,13.98,39.95,VI,1,
9708,10126848825,33325,131734102,991236,A,PH,A11LMB,2011-12-06,13.98,39.95,MC,1,
9709,10127160602,59404,131748848,991236,A,PH,A11GFP,2011-12-09,13.98,39.95,VI,1,
9710,10127476237,89014,131760534,991236,A,PH,A11EGR,2011-12-12,13.98,39.95,DI,1,
9711,10127720329,14482,131769302,991236,A,PH,A11LMB,2011-12-15,13.98,39.95,MC,1,
9712,10127870705,08004,131775306,991236,A,PH,A11GFB,2011-12-17,13.98,39.95,MC,1,
9713,10128048160,17331,131781800,991236,A,PH,A11LCR,2011-12-20,13.98,39.95,VI,1,
9714,10128735675,97501,131813070,991236,A,PH,A12LWB,2012-01-27,13.98,39.95,MC,1,
9715,10129351858,37302,131846481,991236,A,PH,A11GFP,2012-03-14,13.98,39.95,VI,1,
9716,10130021545,23005,131881173,991236,A,PH,A12ESB,2012-05-08,27.96,79.9,MC,2,
9717,10131306876,12766,131947229,991236,A,PH,A12PCB,2012-08-08,13.98,39.95,VI,1,
9718,10131321800,23827,131948101,991236,A,PH,A12OFM,2012-08-09,13.98,39.95,MC,1,
9719,10060005014,46218,131648724,991492,T,PH,A11GFP,2011-10-31,186.0,399.95,AX,1,
9720,10009831634,91214,131968062,992260,P,PH,A12PCB,2012-09-10,17.97,49.95,AX,1,
9721,10010751598,14527,131843228,992260,P,PH,A12OTB,2012-03-09,19.97,39.95,MC,1,
9722,10031981291,11576,131839906,992260,P,PH,A12OTB,2012-03-06,19.97,39.95,AX,1,
9723,10033303601,79701,131913145,992260,P,PH,A12SMB,2012-06-19,17.97,39.95,DI,1,
9724,10056113876,22302,131898632,992260,P,PH,A12SMB,2012-06-03,17.97,39.95,VI,1,39.95
9725,10061645204,07731,131929073,992260,P,PH,A12PCB,2012-07-15,17.97,49.95,AX,1,
9726,10063162612,11427,131829888,992260,P,PH,A12SPB,2012-02-20,19.97,39.95,VI,1,
9727,10069321071,89138,131933259,992260,P,PH,A12PCB,2012-07-18,17.97,49.95,AX,1,
9728,10074179662,10516,131910338,992260,P,PH,A12SMB,2012-06-14,17.97,39.95,AX,1,
9729,10076114120,02675,131947932,992260,P,PH,A12OFM,2012-08-08,17.97,49.95,MC,1,
9730,10080732314,33928,131970179,992260,P,PH,A12EHB,2012-09-13,17.97,49.95,VI,1,
9731,10093861126,20903,131926970,992260,P,PH,A12SMB,2012-07-11,17.97,39.95,VI,1,
9732,10096370849,92252,131866262,992260,P,PH,A12LWB,2012-04-13,17.97,39.95,VI,1,
9733,10118858659,92054,131951074,992260,P,PH,A12FDB,2012-08-13,17.97,39.95,VI,1,
9734,10122920231,10304,131873601,992260,P,PH,A12ESB,2012-04-26,17.97,39.95,MC,1,
9735,10130578262,95626,131910150,992260,P,PH,A12SMB,2012-06-14,17.97,39.95,MC,1,
9736,10130722140,84302,131917440,992260,P,PH,A12MSB,2012-06-25,17.97,39.95,VI,1,
9737,10131625045,28601,131963007,992260,P,PH,A12EHB,2012-09-05,17.97,49.95,DI,1,
9738,10043505977,94123,131885296,992516,E,PH,A12FDB,2012-05-14,80.0,149.95,AX,1,
9871,10003141502,70601,131478427,984325,T,PH,A11OTB,2011-03-17,23.38,49.95,MC,1,
9880,10054515785,95762,131700074,984325,T,PH,A11LMB,2011-11-25,23.38,49.95,VI,1,
9917,10109995163,75080,131471235,984325,T,PH,A11OTB,2011-03-08,23.38,49.95,VI,1,
9922,10115976678,22812,131683843,984325,T,PH,A11LMB,2011-11-18,23.38,49.95,VI,1,
9931,10122954938,10952,131545206,984325,T,PH,A11SMB,2011-06-25,23.38,49.95,MC,1,
9932,10125504874,48307,131676483,984325,T,PH,A11LMB,2011-11-16,23.38,49.95,VI,1,
